IPA,7,60,IPA - American,"We took the traditional IPA originally shipped from England to India in the 1700s and made it bolder and more flavorful - American Style Weve added new varieties of highly aromatic American hops to create a distinctive bitterness profile and an incredible hop character",https://untappd.akamaized.net/site/beer_logos/beer-odell-IPA.jpg,Odell Brewing Co.,Regional Brewery,Fort Collins,CO,40.5888,-105.062,https://untappd.akamaized.net/site/brewery_logos/brewery-OdellBrewingCo_7296.jpeg,http://odellbrewing.com
90 Shilling,5.3,27,Red Ale - American Amber / Red,"We introduced 90 Shilling our flagship beer at our opening party in 1989 For a while wed been wondering - what would happen if we lightened up the traditional Scottish ale The result is an irresistibly smooth and delicious medium-bodied amber ale The name 90 Shilling comes from the Scottish method of taxing beer Only the highest quality beers were taxed 90 Shillings A shilling was a British coin used from 1549 to 1982 We think youll find this original ale brilliantly refreshing and worth every shilling",https://untappd.akamaized.net/site/beer_logos/beer-odell90-Shilling.jpg,Odell Brewing Co.,Regional Brewery,Fort Collins,CO,40.5888,-105.062,https://untappd.akamaized.net/site/brewery_logos/brewery-OdellBrewingCo_7296.jpeg,http://odellbrewing.com
Myrcenary Double IPA,9.3,70,IPA - Imperial / Double,"Named for Myrcene a component of essential oils in the hop flower Myrcenary Double IPA is our tribute to those who revere the illustrious hop and their unyielding exploit to craft hop forward beers Brewed with a blend of hops containing the highest levels of Myrcene this double IPA prevails with a tropical fruit-like flavor a pungent floral aroma and a clean getawayn",https://untappd.akamaized.net/site/beer_logos/beer-31323_b289c_sm.jpeg,Odell Brewing Co.,Regional Brewery,Fort Collins,CO,40.5888,-105.062,https://untappd.akamaized.net/site/brewery_logos/brewery-OdellBrewingCo_7296.jpeg,http://odellbrewing.com
St. Lupulin,6.5,46,Pale Ale - American,"This dry hopped extra pale ale has an undeniably pleasing aroma and clean crisp finish  A mythical legend echoes in our brewhouse- that St Lupulin the archetypal hop head devotes his endless summers to endless rows of hops tending to the flowers and beloved resin within lupulin",https://untappd.akamaized.net/site/beer_logos/beer-odellStLupulin.jpg,Odell Brewing Co.,Regional Brewery,Fort Collins,CO,40.5888,-105.062,https://untappd.akamaized.net/site/brewery_logos/brewery-OdellBrewingCo_7296.jpeg,http://odellbrewing.com
Cutthroat Porter,5,17,Porter - English,"Not quite a stout but definitely no lightweight Cutthroat Porter is smooth and robust Inspired by the classic London porters we use dark roasted malts to create a deep rich color and flavor that hint at chocolate and coffee We named it Cutthroat Porter as our tribute to the Colorado state fish - with its own rich heritage and unmistakable dark coloring And while were big fans of small batches heres to the currently threatened Cutthroat population reaching mass quantities",https://untappd.akamaized.net/site/beer_logos/beer-odellCutthroatPorter.jpg,Odell Brewing Co.,Regional Brewery,Fort Collins,CO,40.5888,-105.062,https://untappd.akamaized.net/site/brewery_logos/brewery-OdellBrewingCo_7296.jpeg,http://odellbrewing.com
Drumroll,5.3,42,Pale Ale - American,"Each year we select the rock-star hops of the harvest to craft this bold juicy tropcially hop-forward brew Its the go-to that goes-with",https://untappd.akamaized.net/site/beer_logos/beer-1600793_53215_sm.jpeg,Odell Brewing Co.,Regional Brewery,Fort Collins,CO,40.5888,-105.062,https://untappd.akamaized.net/site/brewery_logos/brewery-OdellBrewingCo_7296.jpeg,http://odellbrewing.com
Lugene Chocolate Milk Stout,8.5,18,Stout - Imperial Milk / Sweet,"If you’ve ever been to our brewery you’ve likely seen the old beat-up truck that hauls away our spent grain That truck belongs to Lugene who’s been feeding his dairy cows the hearty malt for over a decade Named in his honor Lugene Chocolate Milk Stout is brewed with milk sugar and milk chocolate The rich and creamy brew reminds us of a cold glass of chocolate milk and our hometown “Aggie” roots",https://untappd.akamaized.net/site/beer_logos/beer-_263176_5698ff1a4488948d76171b5e60c0.jpeg,Odell Brewing Co.,Regional Brewery,Fort Collins,CO,40.5888,-105.062,https://untappd.akamaized.net/site/brewery_logos/brewery-OdellBrewingCo_7296.jpeg,http://odellbrewing.com
Tree Shaker Imperial Peach IPA,8,48,IPA - Imperial / Double,"Tree Shaker Imperial Peach IPA has roots right here in Colorado We balanced familiar citrusy hop notes with the subtle sweetness of local peaches You might say we gave both the tree and the style a playful little shake",https://untappd.akamaized.net/site/beer_logos/beer-313146_cb047_sm.jpeg,Odell Brewing Co.,Regional Brewery,Fort Collins,CO,40.5888,-105.062,https://untappd.akamaized.net/site/brewery_logos/brewery-OdellBrewingCo_7296.jpeg,http://odellbrewing.com
5 Barrel Pale Ale,5.2,36,Pale Ale - English,"The distinctive hop character of our 5 Barrel Pale Ale is due to the extraction of essential oils from select hops We treat 5 Barrel Pale Ale to an infusion of fresh whole hop flowers in the Hop Back and the Fermentor as well as four hop additions during the kettle boil We like how this gives the beer a fresh lively flavor and aroma",https://untappd.akamaized.net/site/beer_logos/beer-odell5BarrelPaleAle.jpg,Odell Brewing Co.,Regional Brewery,Fort Collins,CO,40.5888,-105.062,https://untappd.akamaized.net/site/brewery_logos/brewery-OdellBrewingCo_7296.jpeg,http://odellbrewing.com
Isolation Ale,6.1,27,Winter Warmer,"Ever been in a warm cozy cabin and had a secret desire to get snowed in To celebrate the winter season we offer our Isolation Ale - a traditional winter brew made with premium malts imported from England Its just one of the reasons Isolation Ale stands alone",https://untappd.akamaized.net/site/beer_logos/beer-odellIsolation.jpg,Odell Brewing Co.,Regional Brewery,Fort Collins,CO,40.5888,-105.062,https://untappd.akamaized.net/site/brewery_logos/brewery-OdellBrewingCo_7296.jpeg,http://odellbrewing.com
Rupture Fresh Grind Ale,6,36,Pale Ale - American,"Rupture was born out of our obsession with getting the most out of each and every hop In fact we built a machine in our brewery to incorporate a unique fresh grind process By grinding the whole hop we rupture the lupulin inside - releasing the oil that gives the beer its flavor And what we grind that day we use that day Leaving you a beer thats fresh aromatic with an unparalleled bright hoppy character",https://untappd.akamaized.net/site/beer_logos/beer-1863327_d6498_sm.jpeg,Odell Brewing Co.,Regional Brewery,Fort Collins,CO,40.5888,-105.062,https://untappd.akamaized.net/site/brewery_logos/brewery-OdellBrewingCo_7296.jpeg,http://odellbrewing.com
Mountain Standard,8.1,56,IPA - Black / Cascadian Dark Ale,"As winter sets in we embrace the darkness with this Black IPA—released as Daylight Savings falls back to MST We brew it with hops handpicked on Colorado’s Western Slope The assertive American hop profile and roasted malt character balance perfectly with just a touch of bitterness Go ahead Give in to the dark side",https://untappd.akamaized.net/site/beer_logos/beer-10695_fcc1a_sm.jpeg,Odell Brewing Co.,Regional Brewery,Fort Collins,CO,40.5888,-105.062,https://untappd.akamaized.net/site/brewery_logos/brewery-OdellBrewingCo_7296.jpeg,http://odellbrewing.com
Runoff ,6.5,50,IPA - Red,"Brewed with a complex malt bill Runoff boasts a hearty backbone and a ruby hue The brew is dry-hopped with a generous amount of American hops giving the beer a fruity citrus aroma and a kick of grapefruit and pine hop character",https://untappd.akamaized.net/site/beer_logos/beer-_529747_sm_bb895eb4bd4ff619cbebfc439fb9cd.jpeg,Odell Brewing Co.,Regional Brewery,Fort Collins,CO,40.5888,-105.062,https://untappd.akamaized.net/site/brewery_logos/brewery-OdellBrewingCo_7296.jpeg,http://odellbrewing.com
Loose Leaf,4,0,IPA - Session / India Session Ale,"You know those epic days that start with an idea turn into a dare and end with a great story to tell This is the beer for those days Crisp and refreshing like any respectable session ale but a bit more hop-forward and flavorful than some Perfect for going with the flow",https://untappd.akamaized.net/site/beer_logos/beer-_360572_sm_f304d34d7e2172fe72b8e48974069e.jpeg,Odell Brewing Co.,Regional Brewery,Fort Collins,CO,40.5888,-105.062,https://untappd.akamaized.net/site/brewery_logos/brewery-OdellBrewingCo_7296.jpeg,http://odellbrewing.com
Moxee-Moron,7.5,70,IPA - Imperial / Double,"The city of Moxee WA is in the heart of the Yakima Valley hop growing region and this Imperial Session IPA—a style contradiction—honors the Pacific Northwests hop-bomb heritage Moxee-Moron features hops in the mash the kettle the Hop Torpedo and the fermenter for ultra-complex hop aromas and flavors in an ironically named packagenn2016 Beer Camp Across America collaboration",https://untappd.akamaized.net/site/beer_logos/beer-1415173_be115_sm.jpeg,Sierra Nevada Brewing Co.,Regional Brewery,Chico,CA,39.7242,-121.815,https://untappd.akamaized.net/site/brewery_logos/brewery-1142_ddcfe.jpeg,http://www.sierranevada.com/
Brombeere Blackberry Gose,4.8,11,Sour - Gose,"We love blackberries as much as the next bear So we wondered what if we used the sweetness of those berries to complement the saltiness of a German-style sour wheat beer Our blackberry gose GOES-uh is a balance of tangy and sweet and as crisp and lively as some of our favorite late summer evenings ",https://untappd.akamaized.net/site/beer_logos/beer-1088975_34f61_sm.jpeg,Odell Brewing Co.,Regional Brewery,Fort Collins,CO,40.5888,-105.062,https://untappd.akamaized.net/site/brewery_logos/brewery-OdellBrewingCo_7296.jpeg,http://odellbrewing.com
Marble / Odell / Stone Megawheat Double IPA,8.4,70,IPA - Imperial / Double,"Kick back and crank it up as we’ve done all the brewing…the we being us and the special guest appearances of two heavy hitters in the indie craft beer industry New Mexico’s Marble and Colorado’s Odell Credited with 58 years of brewing chops our trio built their wheat ale foundation on the classic “C” hops Then we rocked a pure hop triad of “M” hops to achieve a supercharged succession of orange tangerine lemon lime spice and dankness The undulating riffs of Motueka Mosaic and Mandarina Bavaria hops slash through the wheat haze with equal footing never playing over one another The cacophony of flavor is what fans would expect with a name like Megawheat So join us as we forge ahead on a path that directly leads to the main stage",https://untappd.akamaized.net/site/beer_logos/beer-1902717_b7a94_sm.jpeg,Stone Brewing,Regional Brewery,Escondido,CA,33.1157,-117.12,https://untappd.akamaized.net/site/brewery_logos/brewery-1204_23541.jpeg,http://www.stonebrewing.com/
Oktoberfest,6.1,19,Märzen,"There’s plenty to celebrate when fall arrives in Colorado The warm days grow shorter the cool shadows grow longer and the aspens put on their golden grand finale Brewed with biscuity sweet Munich malts and spicy herbal noble hops our Oktoberfest is a reminder to stop and enjoy the show",https://untappd.akamaized.net/site/beer_logos/beer-792001_0083c_sm.jpeg,Odell Brewing Co.,Regional Brewery,Fort Collins,CO,40.5888,-105.062,https://untappd.akamaized.net/site/brewery_logos/brewery-OdellBrewingCo_7296.jpeg,http://odellbrewing.com
Friek,6.9,7,American Wild Ale,"Friek is an evolution an imaginative amalgamation invented by our brewers Multiple kriek Lambic style ales are fermented with wild yeast and tart cherries and then moved into oak barrels to age and sour taking on the cherry flavors As the beer matures framboises raspberries from Schroyer Family Farms in Fort Collins are handpicked and readied for the beer The fresh raspberries are added immediately prior to the final blending The sweet and tart flavors mingle on the tongue with a sparkling dry finish",https://untappd.akamaized.net/site/beer_logos/beer-Friek_25660.jpeg,Odell Brewing Co.,Regional Brewery,Fort Collins,CO,40.5888,-105.062,https://untappd.akamaized.net/site/brewery_logos/brewery-OdellBrewingCo_7296.jpeg,http://odellbrewing.com
Easy Street,4.6,0,Pale Wheat Ale - American,"Light and refreshing Easy Street Wheat is an unfiltered American-style wheat beer Leaving in the yeast gives the beer a nice smooth finish and a slightly citrusy flavor",https://untappd.akamaized.net/site/beer_logos/beer-odellEasyStreet.jpg,Odell Brewing Co.,Regional Brewery,Fort Collins,CO,40.5888,-105.062,https://untappd.akamaized.net/site/brewery_logos/brewery-OdellBrewingCo_7296.jpeg,http://odellbrewing.com
Levity Amber Ale,5.1,0,Red Ale - American Amber / Red,"Levity is our lighter take on the amber ale Munich and honey malts give it a full-bodied flavor and a happy-go-lucky personality Then we let the finishing hops shine for a beer thats crisp instead of bitter as many ambers are Levity was named by our brewers partly for its light color - and partly for the way it just refuses to take itself too seriously Hey we could all use a little levity once in a while",https://untappd.akamaized.net/site/beer_logos/beer-odellLevity.jpg,Odell Brewing Co.,Regional Brewery,Fort Collins,CO,40.5888,-105.062,https://untappd.akamaized.net/site/brewery_logos/brewery-OdellBrewingCo_7296.jpeg,http://odellbrewing.com
Wolf Picker,5.5,41,Pale Ale - American,"Were tinkerers and experimenters in a relentless search for new and interesting ways to impact the character of our beer The Exclusive Release series is where we celebrate that spirit Wolf Pickers name pays homage to a classic hop harvesting rig and is brewed with a hop variety so rare its known only as HBC 638",https://untappd.akamaized.net/site/beer_logos/beer-557825_aff9e_sm.jpeg,Odell Brewing Co.,Regional Brewery,Fort Collins,CO,40.5888,-105.062,https://untappd.akamaized.net/site/brewery_logos/brewery-OdellBrewingCo_7296.jpeg,http://odellbrewing.com
The Meddler,8.9,0,Sour - Flanders Oud Bruin,"A resurrected style from the Flemish region of Belgium The Meddler oud bruin is a crafty concoction comprised of several generations of brown ales barrel aged and blended Wild yeasts Lactobacillus and Brettanomyces meddle with the brew for over 18 months creating complexity and depth of flavor Hints of malty sweet chocolate and vanilla toy with a hauntingly sour finish Intricate yet balanced The Meddler will leave you craving more of the mysterious brew",https://untappd.akamaized.net/site/beer_logos/beer-245695_6001e_sm.jpeg,Odell Brewing Co.,Regional Brewery,Fort Collins,CO,40.5888,-105.062,https://untappd.akamaized.net/site/brewery_logos/brewery-OdellBrewingCo_7296.jpeg,http://odellbrewing.com
